calc_key,discipline,group,title_en,title_zh,stage_due,inputs,method_standard,outputs,acceptance,na_condition,deliverable_ref
FAC-BMU-01,FAC,Access,"BMU / façade access: loads, davits, restraint anchors, reach, parking",BMU / 幕墙维护：荷载、吊臂、安全锚点、覆盖、停放,S3,façade geometry; cleaning strategy; roof space,AS/NZS 1891 / AS 1657; BMU supplier loads to STR-MEM-08,BMU schedule; anchor schedule; reach diagram,100 % façade reachable; loads issued to structure,low-rise with ground access (state),Q-400; roof plan
FAC-ROOF-01,FAC,Roof,"Roof sheeting: profile, span, fixing pattern per pressure zone, cyclonic testing requirements",屋面板：板型、跨度、按风压分区的固定方式、气旋区测试要求,S6,roof pressures per zone; sheet profile; support spacing; cyclonic region,AS 1562.1 with manufacturer tested spans and fixing patterns at zone pressures; low-high-low cyclic testing where required,roof sheeting schedule; fixing pattern per zone; setting-out,every zone within tested capacity; cyclonic tests referenced where applicable,concrete / membrane roof,Q-400 roof; fixing schedule
FAC-ROOF-02,FAC,Roof,"Purlins, battens and girts: spans, sections, cleats, bridging, fixings",檩条、挂瓦条与墙梁：跨度、截面、连接件、支撑、固定,S6,roof loads; spans; sections,AS/NZS 4600 / AS 4100 / AS 1684 span tables or calc,purlin schedule; bridging; cleat schedule,every purlin span within capacity; uplift connections checked,concrete roof,S-500; Q-400
FAC-ROOF-03,FAC,Roof,"Roof drainage: gutters, sumps, overflows, falls and ponding (with HYD-SW-01)",屋面排水：天沟、集水口、溢流、坡度与积水,S6,roof geometry; IFD; membrane falls,AS/NZS 3500.3; minimum falls; ponding check for deflected roofs,roof drainage plan; overflow schedule,every roof area has primary and overflow; falls ≥ minimum after deflection,—,H-100 roof; Q-400
FAC-ROOF-04,FAC,Roof,"Roof and wall insulation, condensation and vapour control (NCC J / F8)",屋面与外墙保温、结露与隔汽控制（NCC J / F8）,S6,build-ups; climate zone; internal conditions,NCC J4 thermal performance; NCC F8 condensation management; THM-COND-01,build-up schedule with R-values and vapour layers,every build-up meets R and condensation requirements,—,Q-500; THM-COND-01
FAC-ROOF-05,FAC,Roof,"Roof safety: anchor points, walkways, edge protection, plant platforms, ladders",屋面安全：锚点、走道、临边防护、设备平台、爬梯,S6,roof plan; plant positions; maintenance tasks,AS 1657; AS/NZS 1891.4; anchor loads to STR,roof safety plan; anchor schedule,every maintenance task has a compliant access and fall-protection path,—,roof plan; S-400
FAC-ROOF-06,FAC,Roof,"Roof plant loads, plinths, vibration mounts and penetration flashings",屋面设备荷载、基础、减振与穿越泛水,S6,P-LOADS; plant positions; vibration isolation (ACU-VIB-01),load transfer to structure; plinth design; flashing details from library,plinth schedule; penetration schedule with flashing details,every roof plant item has a plinth and a flashed penetration detail,—,Q-400; M-100 roof
FAC-WPF-02,FAC,Waterproofing,"Waterproofing membranes: wet areas, external / podium / planters, falls and drainage, terminations",防水膜：湿区、外部 / 裙楼 / 种植区，坡度、排水、收口,S6,wet-area extents (ARC-WET-01); podium layouts; planter depths,AS 3740 internal wet areas; AS 4654 external above-ground; falls and drainage,waterproofing plans; membrane schedule; details,"every wet area and external deck has a membrane, falls and termination detail",—,A-100 waterproofing plans; A-400
FAC-BAL-01,FAC,Balustrades,"Balustrades and barriers: loads, heights, glass, posts, fixings, openings",栏杆与护栏：荷载、高度、玻璃、立柱、固定、开口,S6,locations; loads per use; glass types,AS/NZS 1170.1 barrier loads; AS 1288 glass; NCC D3 heights and openings,balustrade schedule; fixings; utilisation,every balustrade type checked with fixings,—,A-400; Q-500
FAC-DOOR-01,FAC,Openings,"External doors and windows: AS 2047 ratings, water penetration, air infiltration, operating forces",外门窗：AS 2047 等级、水密、气密、操作力,S6,pressures; sizes; DDA force limits,AS 2047 performance ratings; AS 1428.1 force limits,door and window schedule with ratings,every opening rated for its zone pressure; forces within DDA limits,—,A-500 door / window schedule
FAC-MAINT-01,FAC,Maintenance,"Maintenance and replacement strategy: glass replacement, sealant life, cleaning cycle, access",维护与更换策略：换玻璃、密封胶寿命、清洁周期、通道,S6,system; access design; lifecycle costs,lifecycle schedule; TCO input to decision record,maintenance strategy; replacement method per element,every element has a replacement method without demolition,—,decision record; O&M inputs
ACU-EXT-01,ACU,External,"External noise sources and levels, internal criteria, façade insulation targets",外部噪声源与噪声级、室内指标、幕墙隔声目标,S1,noise survey (people-commissioned); road / rail / aircraft data; room uses,AS/NZS 2107 internal levels; state road / rail noise policies; Rw + Ctr per elevation,noise criteria table; façade targets per elevation,every façade elevation has a target; survey data on file or ASSUMED with expiry,—,ACU calc book; FAC-ACU-01
ACU-INT-01,ACU,Internal,"Partition and floor ratings (Rw + Ctr, Ln,w), flanking control, doors","隔墙与楼板隔声（Rw + Ctr、Ln,w）、侧向传声、门",S2,room adjacencies; wall / floor build-ups; door types,NCC F7 (2022) sound transmission requirements via digest; tested build-ups from library,acoustic schedule per wall / floor type; flanking details,every SOU boundary meets requirements with a tested build-up,—,A-500 wall types; ACU calc book
ACU-PLT-01,ACU,Plant,"Plant noise to boundaries and neighbouring receivers: propagation, barriers, attenuators",设备噪声对边界与邻近受体：传播、隔声屏、消声,S3,plant sound power (vendor at S5); positions; receiver distances; council / EPA limits,point / line source propagation with directivity and barriers; octave bands,boundary noise table; mitigation schedule,every receiver within limit; vendor data replaces ASSUMED at S5,no external plant,C-56 style; ACU calc book
ACU-PLT-02,ACU,Plant,Plant noise into occupied spaces above / below / beside plant rooms,设备噪声传入相邻占用空间,S6,plant sound power; separating constructions; room criteria,transmission loss of separating elements; structure-borne paths,internal plant noise table,every adjacent room within NR target,—,ACU calc book
ACU-DUCT-01,ACU,Ducts,"Duct-borne and break-out noise, attenuator schedule, regenerated noise (with MECH-NOISE-01)",风管传声与透声、消声器表、再生噪声,S6,fan data; duct paths; room absorption,octave-band path calc; break-out per duct wall; regenerated noise at fittings,attenuator schedule; NR per room,NR ≤ target,—,M-500; ACU calc book
ACU-VIB-01,ACU,Vibration,"Vibration isolation: isolator static deflection, transmissibility, inertia bases, flexible connections",减振：减振器静态挠度、传递率、惰性基座、软连接,S6,equipment speeds and weights; supporting structure stiffness; sensitivity of spaces,isolation efficiency from deflection ratio; inertia base mass rules,isolator schedule per equipment,every rotating item has an isolator with stated efficiency,—,M-500; ACU calc book
ACU-PIP-01,ACU,Pipes,"Pipe and drainage noise: velocity limits, water hammer, stack noise into rooms, lagging",管道与排水噪声：流速限值、水锤、立管噪声、包裹,S6,pipe routes near rooms; velocities; stack types,velocity limits; lagging / boxing details,pipe noise mitigation schedule,stacks near bedrooms treated; velocities within limits,—,H-110; ACU calc book
ACU-RT-01,ACU,Rooms,"Reverberation and room acoustics for restaurants, lounges, function rooms",餐厅、酒廊、宴会厅混响与室内声学,S6,room geometry; finishes; use,Sabine / Eyring RT; absorption schedule,RT per room; absorption schedule to ID,RT within target,no such rooms,ID finishes; ACU calc book
ACU-EWIS-01,ACU,EWIS,Speech intelligibility (STI) for EWIS in reverberant / noisy spaces (with FIRE-EWIS-01),EWIS 可懂度（STI）,S6,RT; background noise; speaker layout,STI estimate per space,STI table,STI ≥ requirement where applicable,EWIS not required,F-210
ACU-CON-01,ACU,Construction,Construction noise and vibration management inputs,施工噪声与振动管理输入,S9,site; neighbours; hours; equipment,state guidelines; predicted levels,CNVMP inputs,inputs issued for the application,—,application support (package C)
THM-LOAD-01,THM,Loads model,"Loads-version thermal model outputs (results.json v2): zones, block, design-day basis, OA, sensible / latent, sizing factors",热模型负荷版输出（results.json v2）：分区、block、设计日依据、新风、显 / 潜热、裕量,S3,DB geometry; envelope; schedules; weather; design days,EnergyPlus loads model; `templates/results.schema.json`,results.json (run_status completed); report.md conclusions first; model.idf,results.json validates against the schema; run_status completed; design_day_basis filled,—,X-000; thermal/results.json
THM-FAC-01,THM,Façade,"Façade option comparison: peak loads, annual energy, ΔCAPEX, ΔOPEX, simple annual return",幕墙方案比选：峰值负荷、年能耗、ΔCAPEX、ΔOPEX、简单年收益率,S3,"option definitions (WWR, glass, shading, insulation); product prices; tariffs",loads model per option; decision record per `templates/decision-record.md`,comparison table; decision record; PD decision at G3,every option has all columns; ≥ 15 % rule applied,—,decision record; X-000
THM-ENE-01,THM,Energy,Annual energy by end use and rating estimates (NABERS Energy / Green Star inputs),全年分项能耗与评级估算（NABERS / 绿星输入）,S6,MECH-ENE-01; ELEC-ENE-01; HYD-HW-03; occupancy,annual ledger; rating-tool method,energy table kWh/m²; rating estimate with method,targets in the brief compared with estimates; assumptions tagged,no rating target,P-COMPLY
THM-COMP-01,THM,Compliance,NCC Section J compliance model (JV3 reference vs proposed) / NZ H1 modelling method,NCC Section J 合规模型（JV3 参照 vs 设计）/ NZ H1 建模法,S7,S7 IFC geometry; envelope; systems; schedules,EnergyPlus JV3 reference building comparison or NZ H1 method; retained parameters,Energy Compliance Report with PASS / FAIL and margin,proposed ≤ reference on every required metric; report retained with inputs,DtS elemental route chosen and passing (state),Energy Compliance Report
THM-COMP-02,THM,Compliance,NatHERS ratings for Class 1 / 2 dwellings (accredited assessor),NatHERS 评级（1 / 2 类住宅，认证评估员）,S7,dwelling plans; envelope; orientation,accredited assessor with certified software; AI prepares the model inputs,certificates per dwelling,every dwelling meets the required stars; certificates on file,no Class 1 / 2 dwellings,certification pack
THM-DL-01,THM,Daylight,Daylight and glare analysis for lighting controls and rating credits,采光与眩光分析（照明控制与评级得分）,S6,glazing; room geometry; sensors,Radiance / climate-based daylight metrics,daylight table; control zoning to ELEC-LGT-02,daylight zones defined for controls,no daylight credit or control,P-COMPLY; P-LIGHT
THM-COND-01,THM,Condensation,Condensation risk assessment of envelope build-ups (NCC F8),围护构造结露风险评估（NCC F8）,S6,build-ups; climate zone; internal humidity,NCC F8 condensation management; Glaser / hygrothermal check,condensation check per build-up,every build-up passes or is redesigned,—,FAC-ROOF-04
THM-AIR-01,THM,Airtightness,"Airtightness targets, detailing and test plan",气密性目标、构造与测试方案,S6,envelope area; target rating; test standard,target air permeability; blower-door test plan,airtightness plan,target and test plan defined; details reference library,no target in brief,P-COMPLY
THM-WAT-01,THM,Water,"Water balance: consumption by end use, NABERS Water estimate, rainwater reuse yield",水平衡：分项用水、NABERS Water 估算、雨水回用产量,S6,HYD-CW-01; HYD-SW-02; occupancy; fixtures (WELS),annual water ledger; reuse yield simulation,water table kL/yr; rating estimate,ledger reconciles with HYD demands,no water target,P-COMPLY
THM-CARB-01,THM,Carbon,Refrigerant impact and embodied carbon where targeted,制冷剂影响与隐含碳（如有目标）,S6,refrigerant charges; leakage rates; materials,rating-tool method (e.g. Green Star credit method),carbon table,reported per tool method,no carbon target,P-COMPLY
VT-TRF-01,VT,Traffic,"Lift traffic analysis: handling capacity, interval, car count / size / speed",电梯交通分析：运载能力、间隔、台数 / 容量 / 速度,S1,population per level; peak profile; building height,CIBSE Guide D traffic calc script; hotel / residential criteria,lift schedule; performance table,handling capacity and interval within criteria,single-storey building,VT calc; A-100 core
VT-DDA-01,VT,Access,Accessible lift cars and controls,无障碍电梯轿厢与操作,S2,car sizes; controls; DDA requirements,AS 1735.12; NCC E3,accessible lift check,every required lift compliant,no lifts,ID compliance report
VT-MR-01,VT,Machine room,"Machine room / machine-room-less space, overrun, pit, heat load, power",机房 / 无机房空间、顶层高度、底坑、发热、供电,S3,lift schedule; vendor data,vendor space and heat data; MECH-PLT-05 for heat; ELEC-DB-03 for starting,shaft / pit / overrun dimensions; heat kW; power kW,dimensions in the DB; heat and power passed to MECH / ELEC,—,A-400 core; Equipment Schedule
VT-FIRE-01,VT,Fire,"Fire-fighter and evacuation lift requirements, power and controls",消防电梯与疏散电梯要求、电源与控制,S3,building height; NCC requirements,NCC E3 (fire-fighter lifts) via digest; AS 1735; interfaces to FIRE-CE-01,requirement statement; supply arrangement,requirements met or N/A with clause,building below threshold (state clause),E-604; FIRE-CE-01
VT-ESC-01,VT,Other,"Escalators, goods lifts, dock levellers, car lifts where applicable",扶梯、货梯、装卸平台、汽车升降机（如有）,S3,program; vehicle types; loads,vendor data; AS 1735 series,schedule,every item has a duty and space,none in the brief,Equipment Schedule
CIV-SW-01,CIV,Stormwater,"Site catchments, IFD rainfall, minor / major system, pit and pipe sizing",场地汇水、IFD 降雨、小 / 大排水系统、检查井与管径,S3,survey; IFD (S0); site layout; council DCP,rational method / DRAINS; ARI per council,site drainage plan; pit and pipe schedule,minor and major systems sized; overland flow path shown,no external works,T-100 civil
CIV-OSD-01,CIV,Stormwater,OSD and water quality treatment (council requirements),OSD 蓄洪与水质处理（市政要求）,S3,catchment; pre / post flows; council targets,council OSD method; MUSIC for quality,OSD volume and outlet; treatment train,targets met per council,council does not require OSD (state),T-100; HYD-SW-02
CIV-EW-01,CIV,Earthworks,"Earthworks, cut / fill balance, batter stability, dewatering",土方、挖填平衡、边坡稳定、降水,S3,survey; geotech; levels,cut / fill volumes; batter angles per geotech; dewatering method,earthworks plan and volumes,volumes and batters recorded; dewatering approvals identified,flat site with no bulk earthworks,T-100
CIV-RET-01,CIV,Retaining,Retaining walls (site) — with STR-FND-02 for basement walls,场地挡土墙,S6,heights; soils; surcharges; drainage,AS 4678,wall schedule; drainage,utilisation ≤ 1.0; drainage designed,no retaining,T-100; S-300
CIV-PAV-01,CIV,Pavements,"Pavements, driveways, gradients, transitions and drainage",路面、车道、坡度、过渡段与排水,S6,vehicle loads; subgrade; layout (TRF-SWEPT-01),AS 3727 / Austroads; AS 2890 gradients,pavement schedule; long-sections,gradients and transitions within AS 2890; pavement thickness per subgrade,no vehicle areas,T-100
CIV-FLD-01,CIV,Flood,"Flood level, freeboard and finished floor levels",洪水位、超高与室内地坪标高,S0,council flood data (S0 data pack); site levels,council flood planning level + freeboard,FFL statement; flood-affected services list,FFLs above planning level; flood-affected plant identified (high-risk item),site not flood-affected (council confirmation),brief; site data pack
CIV-SEW-01,CIV,Utilities,"Sewer, water, power, gas and comms connection capacity and points (authority)",污水、给水、电力、燃气、通信接驳容量与接入点,S0,authority applications (people); demands,authority responses,utilities connection table,every utility has a confirmed or ASSUMED capacity with expiry gate,—,site data pack
CIV-ESC-01,CIV,Erosion,Erosion and sediment control plan inputs,水土保持方案输入,S9,site; soils; staging,state guidelines,ESCP inputs,issued with the application,no external works,application support
ARC-AREA-01,ARC,Areas,"Area schedule: GFA, FSR, NLA, efficiency, key count, BOH ratio",面积表：GFA、容积率、可租面积、效率、房间数、后勤比例,S1,massing; planning controls; program,planning definitions (jurisdiction) via digest / DCP,area schedule per level; feasibility check,GFA within FSR; efficiency and BOH within brief targets,—,A-000 area schedule
ARC-DDA-01,ARC,Access,"Accessible SOU counts, continuous accessible path, turning spaces, door widths, ramps, lifts, signage",无障碍房数量、连续无障碍路线、回转空间、门宽、坡道、电梯、标识,S2,room counts; layouts; door schedule; gradients,AS 1428.1 / NCC D4 (2022) via digest; real door leaves and hardware,access report items (DtS / PS); 1:50 checks,every route and room checked against installed clear dimensions,—,D-series access sheets; ID compliance report
ARC-SAN-01,ARC,Sanitary,Sanitary facility counts vs occupancy (with HYD-FIX-01),卫生设施数量,S2,occupancy; class,NCC F4,count table,meets minimums,—,ID compliance report
ARC-FIN-01,ARC,Finishes,"Finish fire hazard properties (group numbers, CRF) per location",饰面燃烧性能（组别、临界辐射通量）,S2,"finish schedule; locations (exits, corridors, rooms)",NCC C (fire hazard properties) via digest; AS 5637 / AS ISO 9239 test reports,finishes compliance table,every finish has a test report meeting its location requirement,—,I-500 finishes schedule
ARC-SLIP-01,ARC,Finishes,"Slip resistance classes per location (wet / dry, ramps, stairs)",防滑等级（干湿、坡道、楼梯）,S2,finish schedule; locations,AS 4586 / HB 198 classes; NCC requirements,slip class table,every floor finish meets its location class,—,I-500
ARC-WET-01,ARC,Wet areas,"Wet-area waterproofing extents, falls and drainage points",湿区防水范围、坡度与地漏,S2,room layouts; fixtures,AS 3740; NCC F1; one floor waste per wet area with charging fixture or trap primer,waterproofing extents per room; drainage points to HYD-SAN-01,"every wet area has extents, falls and a floor waste",—,A-100 waterproofing; H-110
ARC-LIGHT-01,ARC,Natural light,Natural light and ventilation areas per habitable room,天然采光与自然通风面积,S2,room areas; window sizes,NCC F6 (light and ventilation) via digest,compliance table per room type,every habitable room compliant or mechanically served (MECH-OA-01),—,ID compliance report
ARC-CEIL-01,ARC,Ceiling zone,Ceiling zone and clear height stack: structure + services + ceiling per corridor / room type,吊顶空间与净高叠加：结构 + 机电 + 吊顶,S3,beam depths; duct / pipe sizes (largest per zone); ceiling build-up; required clear heights,stack-up per zone type; band order structure → fire → duct → pipe → tray; services-coordination-2d rules,ceiling-zone sections; zone depth table (db/services-routes.json zones),every zone type has a section and a depth budget; no negative margin,—,A-400 ceiling zone sections; C-300
ARC-WWR-01,ARC,Envelope,Window-to-wall ratio and envelope area take-off per orientation,窗墙比与围护面积（按朝向）,S1,elevations; glazing extents,area take-off from the DB,WWR per orientation; envelope areas,values feed THM-LOAD-01 and FAC-WIND-01,—,A-200; X-000
TRF-PARK-01,TRF,Parking,"Car, motorcycle, bicycle and accessible parking counts; loading and service bays",车位、摩托车位、自行车位、无障碍车位；装卸与服务车位,S1,program; council DCP; use classes,DCP rates via digest; AS/NZS 2890.6 accessible; AS 2890.3 bicycle,parking schedule,counts meet DCP or PS recorded,no parking required,T-100; A-100 basement
TRF-SWEPT-01,TRF,Vehicles,"Swept paths for design vehicles, ramp grades and transitions, headroom, sight lines",设计车型扫掠路径、坡道坡度与过渡、净高、视距,S3,design vehicles; layout; ramp geometry,AS 2890.1 / 2890.2 templates and limits,swept path sheets 1:200; ramp long-sections,every design vehicle path clear; grades and headroom within limits,no vehicle access,T-100 swept paths
TRF-DOCK-01,TRF,Loading,"Loading dock: vehicle types, bay sizes, dock equipment, waste vehicle flow, management plan inputs",装卸区：车型、车位尺寸、装卸设备、垃圾车流线、管理方案输入,S3,deliveries and waste profile; vehicle sizes,AS 2890.2; waste contractor vehicle data,dock layout; equipment schedule; WMP inputs,every service vehicle accommodated; waste flow closed,no dock,T-100; K-series
TRF-GEN-01,TRF,Traffic,Traffic generation and access impact inputs,交通生成量与出入口影响输入,S1,program; road network,state guide to traffic generating developments,traffic inputs for the application,issued with the DA package,not required by the authority,application support
CON-CRANE-01,CON,Construction planning,"Crane selection, radius / capacity, tie loads, base design and lifting studies for modules / pods",塔吊选型、半径 / 起重量、附着荷载、基础设计与模块 / pod 吊装分析,S6,site plan; heaviest lifts (STR-MEM-07); sequence,crane supplier charts; lifting study per element type; loads to STR-TMP-01,crane plan; lifting study; tie / base loads,every module / pod lift within capacity at radius; loads issued,no crane lifts (state),K-series construction planning
CON-SEQ-01,CON,Construction planning,"Installation sequence, staging and site logistics for modules, pods, cassettes and plant",模块、pod、cassette 与设备的安装顺序、分段与场地物流,S6,program; access; storage; crane plan,sequence diagrams; hook time estimates,sequence sheets; logistics plan 1:500,every element has a sequence step and a delivery route,—,K-series
STR-SEIS-01,STR,Seismic parts,"Seismic design of non-structural parts and components: parts coefficients, anchorage forces, drift compatibility (AU and NZ)",非结构构件与部件抗震设计：部件系数、锚固力、位移协调（澳新）,S3,"site hazard and subsoil (STR-LOAD-04); building period and height; part categories, weights and positions; importance level",AS 1170.4 Section 8 (parts and components) in AU; NZS 1170.5 Section 8 in NZ; anchorage per AS 5216 / manufacturer test data,"parts design table: category, seismic force per part, anchorage demand, drift demand at each level; input to the discipline SEIS rows",every services and façade part category has a force and drift demand issued to the disciplines; NZ projects never N/A,never in NZ; in AU only where AS 1170.4 exempts the building and every part (state clause and importance level),S-500 seismic parts table; MECH/ELEC/HYD/FIRE-SEIS rows
MECH-SEIS-01,MECH,Seismic restraint,"Seismic restraint of ducts, pipes, equipment: brace types and spacing, anchor loads, flexible connections, clearances at seismic gaps",风管、水管、设备抗震支吊架：支架类型与间距、锚固荷载、软连接、抗震缝处净距,S6,parts forces (STR-SEIS-01); run sizes and weights per metre; support layout; seismic joint positions; proprietary brace system data,"NZS 4219 (NZ, seismic performance of engineering systems) with NZS 1170.5; AS 1170.4 Section 8 in AU; proprietary system tested capacities; producer statement (PS1) in NZ","seismic restraint plan per level (brace positions, types, spacing), anchor load schedule to STR, flexible-connection schedule, restraint details",every run above the exemption size and every equipment item has restraint designed with spacing and anchor loads; braces coordinated in 2D (space beside runs) and in the S7 IFC,AU building where AS 1170.4 Section 8 does not apply to these parts (state clause); never in NZ,M-400 seismic restraint plans and details; coord_check brace envelopes
ELEC-SEIS-01,ELEC,Seismic restraint,"Seismic restraint of switchboards, transformers, generators, batteries, trays and busway; cable slack at joints",配电盘、变压器、发电机、电池、桥架与母线槽抗震固定；变形缝处电缆余量,S6,parts forces; equipment weights and centres of gravity; tray and busway weights; seismic joint positions,NZS 4219 / NZS 1170.5 (NZ); AS 1170.4 Section 8 (AU); vendor anchorage data; AS 5216 anchors,anchorage schedule per equipment; tray / busway restraint plan; joint crossing details,every free-standing item anchored with calc; trays and busway restrained; crossings of seismic joints detailed,AU building exempt under AS 1170.4 (state clause); never in NZ,E-400 seismic restraint details; switchboard GA base fixing
HYD-SEIS-01,HYD,Seismic restraint,"Seismic restraint of water and drainage pipes, tanks (anchorage, sloshing), pumps and hot-water units; flexible connections",给排水管、水箱（锚固、晃动）、泵与热水器抗震固定；软连接,S6,parts forces; pipe sizes and filled weights; tank geometry and levels; equipment weights,NZS 4219 / NZS 1170.5 (NZ); AS 1170.4 Section 8 (AU); tank standards for sloshing and anchorage; vendor data,restraint plan per level; tank anchorage calc; flexible connection schedule,tanks anchored with sloshing allowance; pipe restraint spacing per system; flexible connections at every equipment and joint crossing,AU building exempt under AS 1170.4 (state clause); never in NZ,H-400 seismic restraint details
FIRE-SEIS-01,FIRE,Seismic restraint,"Sprinkler and hydrant pipe seismic bracing, flexible couplings, clearance through structure; fire pump and tank anchorage",喷淋与消火栓管抗震支撑、柔性接头、穿越结构净距；消防泵与水池锚固,S6,parts forces; pipe layout and sizes; penetrations; pump and tank weights,NZS 4541 seismic provisions (NZ sprinklers) with NZS 4219; AS 2118.1 seismic requirements where applicable (AU); AS 1170.4 Section 8,"bracing plan, clearance schedule at penetrations, anchorage calcs",bracing spacing and clearances per the applicable standard; braces coordinated with other services,AU building exempt (state clause); never in NZ,F-400 seismic bracing details
